[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.01.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_01.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.01.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_01.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.02.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_02.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.02.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_02.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.03.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_03.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.05.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_05.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.05.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_05.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.06.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_06.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.06.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_06.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.07.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_07.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.07.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_07.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.08.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_08.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.08.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_08.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.09.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_09.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.11.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_11.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.11.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_11.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.12.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_12.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.12.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_12.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.16.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_16.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.17.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_17.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.17.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_17.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.18.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_18.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.18.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_18.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.21.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_21.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.22.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_22.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.22.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_22.02.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.23.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_23.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MDF_22_L2(W)_1971G1.23.02.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=1;[CODE]=1971G1_23.02.01;[GRAIN]=empty;[MATERIAL]=MDF
