[PARTPROGRAMNAME]=MSP2_30_DE.T_1971G1.41.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=0;[CODE]=1971G1_41.01.01;[GRAIN]=empty;[MATERIAL]=MDF
[PARTPROGRAMNAME]=MSP2_30_DE.T_1971G1.52.01.01.pgmx;[QUANTITY]=1;[ENABLEROTATION]=0;[CODE]=1971G1_52.01.01;[GRAIN]=empty;[MATERIAL]=MDF
